,Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,filename,label,info,text
1935,2037,This woman's living my life.,Monica,anger,negative,204,1,1,21,"0:02:03,873","0:02:05,834",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia204_utt1.mp4,angry,"{'text': ' A Schulzel quad!', 'segments': [{'start': 0.0, 'end': 3.46, 'text': ' A Schulzel quad!'}], 'audio': {'raw': array([-2.2607410e-04, -2.4395547e-04, -1.5932518e-04, ...,
       -3.1674364e-05, -1.0096930e-05,  8.9888033e-07], dtype=float32), 'audio_chunks': [array([-2.2607410e-04, -2.4395547e-04, -1.5932518e-04, ...,
       -3.1674364e-05, -1.0096930e-05,  8.9888033e-07], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=82x82 at 0x33C6E8B90>, <PIL.Image.Image image mode=RGB size=80x80 at 0x33C736E50>]}", A Schulzel quad!
1936,2038,What?,Rachel,surprise,negative,204,2,1,21,"0:02:05,834","0:02:06,763",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia204_utt2.mp4,surprise,"{'text': '', 'segments': [], 'audio': {'raw': array([ 2.7870981e-04,  6.1018474e-04,  8.8197924e-04, ...,
       -2.7872370e-06, -4.2997999e-07,  5.7551501e-05], dtype=float32), 'audio_chunks': [], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=78x78 at 0x33C769550>]}",
1937,2039,"She's living my life, and she's doing it better than me!",Monica,anger,negative,204,3,1,21,"00:02:07,168","00:02:10,838",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia204_utt3.mp4,angry,"{'text': "" She's moving her mouth and she's doing better than me."", 'segments': [{'start': 0.0, 'end': 7.0, 'text': "" She's moving her mouth and she's doing better than me.""}], 'audio': {'raw': array([-9.8976547e-05,  1.7098994e-04,  3.8523367e-04, ...,
        1.9862346e-02,  1.7734367e-02,  1.4641211e-02], dtype=float32), 'audio_chunks': [array([-9.8976547e-05,  1.7098994e-04,  3.8523367e-04, ...,
        1.9862346e-02,  1.7734367e-02,  1.4641211e-02], dtype=float32)], 'sample_rate': 32000}, 'frames': []}", She's moving her mouth and she's doing better than me.
1938,2040,"Look at this, look.",Monica,anger,negative,204,4,1,21,"00:02:11,214","00:02:13,257",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia204_utt4.mp4,angry,"{'text': ' Terrible. Here.', 'segments': [{'start': 0.0, 'end': 2.08, 'text': ' Terrible.'}, {'start': 3.08, 'end': 3.9, 'text': ' Here.'}], 'audio': {'raw': array([-0.0009995 , -0.00011308,  0.00148883, ..., -0.00491011,
       -0.00311078, -0.00117027], dtype=float32), 'audio_chunks': [array([-0.0009995 , -0.00011308,  0.00148883, ..., -0.00491011,
       -0.00311078, -0.00117027], dtype=float32), array([], dtype=float32)], 'sample_rate': 32000}, 'frames': []}", Terrible. Here.
1939,2041,She buys tickets for plays that I wanna see.,Monica,anger,negative,204,5,1,21,"00:02:13,424","00:02:16,093",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia204_utt5.mp4,angry,"{'text': "" Chubo's tickets to plays that I want to see."", 'segments': [{'start': 0.0, 'end': 5.0, 'text': "" Chubo's tickets to plays that I want to see.""}], 'audio': {'raw': array([ 4.9832376e-04,  1.6122501e-03,  2.1918928e-03, ...,
       -6.1790732e-04, -5.0944084e-04, -6.8908921e-05], dtype=float32), 'audio_chunks': [array([ 4.9832376e-04,  1.6122501e-03,  2.1918928e-03, ...,
       -6.1790732e-04, -5.0944084e-04, -6.8908921e-05], dtype=float32)], 'sample_rate': 32000}, 'frames': []}", Chubo's tickets to plays that I want to see.
1940,2042,"She, she buys clothes from stores that I'm intimidated by the sales people.",Monica,anger,negative,204,6,1,21,"00:02:16,261","00:02:19,596",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia204_utt6.mp4,angry,"{'text': ' 6 Heritage Guas Quifas, que nós... тô a mentem lá pelo Senhor Ve cares quem 750!', 'segments': [{'start': 0.68, 'end': 2.88, 'text': ' 6 Heritage Guas Quifas, que nós...'}, {'start': 3.04, 'end': 6.72, 'text': ' тô a mentem lá pelo Senhor Ve cares quem 750!'}], 'audio': {'raw': array([ 3.2799499e-04,  7.7963201e-04,  1.0411723e-03, ...,
       -2.0244279e-06,  1.3126062e-05,  2.5549714e-05], dtype=float32), 'audio_chunks': [array([-0.02337207, -0.03626122, -0.01977685, ..., -0.00543896,
        0.00459123,  0.01510612], dtype=float32), array([ 1.0186272e-03,  7.7304570e-04,  1.7579342e-04, ...,
       -2.0244279e-06,  1.3126062e-05,  2.5549714e-05], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=160x160 at 0x33C727890>]}"," 6 Heritage Guas Quifas, que nós... тô a mentem lá pelo Senhor Ve cares quem 750!"
1941,2043,She spent three hundred dollars on art supplies.,Monica,anger,negative,204,7,1,21,"00:02:19,764","00:02:22,349",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia204_utt7.mp4,angry,"{'text': ' Шистпа, Туильху sensor...', 'segments': [{'start': 0.0, 'end': 2.0, 'text': ' Шистпа, Туильху sensor...'}], 'audio': {'raw': array([-1.9389078e-04, -1.5114452e-04, -5.5119210e-05, ...,
       -3.8226990e-05, -4.4176573e-05,  1.6214864e-04], dtype=float32), 'audio_chunks': [array([-1.9389078e-04, -1.5114452e-04, -5.5119210e-05, ...,
       -9.0727024e-03, -9.1799702e-03, -9.4824061e-03], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=146x146 at 0x33C6BC410>, <PIL.Image.Image image mode=RGB size=146x146 at 0x33C727C90>]}"," Шистпа, Туильху sensor..."
1942,2044,You're not an artist.,Rachel,neutral,neutral,204,8,1,21,"00:02:22,517","00:02:23,892",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia204_utt8.mp4,neutral,"{'text': ' M laah Melissa', 'segments': [{'start': 0.0, 'end': 3.0, 'text': ' M laah Melissa'}], 'audio': {'raw': array([ 1.0776974e-03,  2.2609227e-03,  2.8585789e-03, ...,
        3.5989855e-05, -5.6488696e-04,  0.0000000e+00], dtype=float32), 'audio_chunks': [array([ 1.0776974e-03,  2.2609227e-03,  2.8585789e-03, ...,
        3.5989855e-05, -5.6488696e-04,  0.0000000e+00], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=144x144 at 0x33C71C210>, <PIL.Image.Image image mode=RGB size=158x158 at 0x33C74FDD0>]}", M laah Melissa
1943,2045,"Yeah, well I might be if I had the supplies! I mean, I could do all this stuff. Only I don't.",Monica,anger,negative,204,9,1,21,"00:02:24,060","00:02:32,192",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia204_utt9.mp4,angry,"{'text': ' I want my beer by any supplies. I can do anything. And we are done.', 'segments': [{'start': 0.0, 'end': 7.0, 'text': ' I want my beer by any supplies.'}, {'start': 7.0, 'end': 13.0, 'text': ' I can do anything.'}, {'start': 13.0, 'end': 15.0, 'text': ' And we are done.'}], 'audio': {'raw': array([-0.00031508,  0.00086297,  0.00095815, ...,  0.00236139,
        0.0023114 ,  0.00220288], dtype=float32), 'audio_chunks': [array([-0.00031508,  0.00086297,  0.00095815, ...,  0.00443162,
        0.00424492,  0.00376903], dtype=float32), array([0.0030886 , 0.00238543, 0.00180409, ..., 0.00236139, 0.0023114 ,
       0.00220288], dtype=float32), array([], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=155x155 at 0x33C7746D0>, <PIL.Image.Image image mode=RGB size=157x157 at 0x33C6E98D0>, <PIL.Image.Image image mode=RGB size=162x162 at 0x33C6EAD50>, <PIL.Image.Image image mode=RGB size=159x159 at 0x33C741790>, <PIL.Image.Image image mode=RGB size=96x96 at 0x33C740310>, <PIL.Image.Image image mode=RGB size=79x79 at 0x33C7565D0>, <PIL.Image.Image image mode=RGB size=101x101 at 0x33C76A850>, <PIL.Image.Image image mode=RGB size=108x108 at 0x33C76A110>]}", I want my beer by any supplies. I can do anything. And we are done.
1944,2046,I can't believe you would actually say that. I would much rather be Mr.Peanut than Mr.Salty.,Chandler,surprise,negative,205,0,1,20,"00:00:03,461","00:00:09,842",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia205_utt0.mp4,surprise,"{'text': ' I have prayed for ever once before to able to Waldau Airport. For ever after, I have thought of myhlation pretty much for pretty much, for so long…', 'segments': [{'start': 0.0, 'end': 5.0, 'text': ' I have prayed for ever once before to able to Waldau Airport.'}, {'start': 7.0, 'end': 12.0, 'text': ' For ever after, I have thought of myhlation pretty much for pretty much, for so long…'}], 'audio': {'raw': array([ 0.00177033,  0.00409683,  0.00565713, ..., -0.00110191,
       -0.00350014, -0.00339976], dtype=float32), 'audio_chunks': [array([ 0.00177033,  0.00409683,  0.00565713, ...,  0.01271873,
        0.00570499, -0.00246719], dtype=float32), array([], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=62x62 at 0x33C6DC810>, <PIL.Image.Image image mode=RGB size=76x76 at 0x33C7402D0>, <PIL.Image.Image image mode=RGB size=82x82 at 0x33C7415D0>, <PIL.Image.Image image mode=RGB size=53x53 at 0x33C741F50>]}"," I have prayed for ever once before to able to Waldau Airport. For ever after, I have thought of myhlation pretty much for pretty much, for so long…"
1945,2047,"No way! Mr.Salty is a sailor, all right, he's got to be, like, thetoughest snack there is.",Joey,anger,negative,205,1,1,20,"00:00:10,010","00:00:15,848",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia205_utt1.mp4,angry,"{'text': ' Назадка! Пошла... Пошла... Пошла... Пошла... Пошла...', 'segments': [{'start': 0.0, 'end': 2.0, 'text': ' Назадка!'}, {'start': 2.0, 'end': 4.0, 'text': ' Пошла...'}, {'start': 4.0, 'end': 6.0, 'text': ' Пошла...'}, {'start': 6.0, 'end': 8.0, 'text': ' Пошла...'}, {'start': 8.0, 'end': 10.0, 'text': ' Пошла...'}, {'start': 10.0, 'end': 12.0, 'text': ' Пошла...'}], 'audio': {'raw': array([-8.5720103e-03, -1.6262613e-02, -2.0519853e-02, ...,
       -1.6061243e-04, -6.4211934e-05, -5.6656565e-05], dtype=float32), 'audio_chunks': [array([-0.00857201, -0.01626261, -0.02051985, ...,  0.00201764,
        0.0024644 ,  0.00836062], dtype=float32), array([ 1.39453979e-02,  1.34010874e-02,  7.85278715e-03, ...,
       -5.88308831e-05, -1.20846045e-04, -8.36059626e-05], dtype=float32), array([ 9.2834249e-05, -4.1905419e-05,  4.8425361e-05, ...,
       -1.6061243e-04, -6.4211934e-05, -5.6656565e-05], dtype=float32), array([], dtype=float32), array([], dtype=float32), array([], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=53x53 at 0x33C76CC90>, <PIL.Image.Image image mode=RGB size=53x53 at 0x33C76EA50>, <PIL.Image.Image image mode=RGB size=56x56 at 0x33C735050>, <PIL.Image.Image image mode=RGB size=223x223 at 0x33C7359D0>, <PIL.Image.Image image mode=RGB size=211x211 at 0x33C76A990>]}", Назадка! Пошла... Пошла... Пошла... Пошла... Пошла...
1946,2048,"I don't know, you don't wanna mess with corn nuts. They're craaazy.",Ross,neutral,neutral,205,2,1,20,"00:00:17,392","00:00:23,022",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia205_utt2.mp4,neutral,"{'text': ' Раллmis онашим цхоматster... ...в будет 신�', 'segments': [{'start': 0.0, 'end': 4.54, 'text': ' Раллmis онашим цхоматster...'}, {'start': 7.6000000000000005, 'end': 15.4, 'text': ' ...в будет 신�'}], 'audio': {'raw': array([ 0.00129991,  0.00176095,  0.00081373, ..., -0.02010194,
       -0.0144325 , -0.01003877], dtype=float32), 'audio_chunks': [array([0.00129991, 0.00176095, 0.00081373, ..., 0.00539902, 0.00680389,
       0.00538728], dtype=float32), array([], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=188x188 at 0x33C68EF10>, <PIL.Image.Image image mode=RGB size=180x180 at 0x33C7078D0>, <PIL.Image.Image image mode=RGB size=179x179 at 0x33C6F6FD0>, <PIL.Image.Image image mode=RGB size=189x189 at 0x33C7434D0>, <PIL.Image.Image image mode=RGB size=194x194 at 0x33C743290>, <PIL.Image.Image image mode=RGB size=179x179 at 0x33C743690>]}", Раллmis онашим цхоматster... ...в будет 신�
1947,2049,Oh my God. You guys! You gotta come see this! There's some creep out there with a telescope!,Monica,fear,negative,205,3,1,20,"00:00:25,150","00:00:29,778",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia205_utt3.mp4,fear,"{'text': "" My God! When the God you're gonna consume us, there shall be no doubt now in the darkness now."", 'segments': [{'start': 0.0, 'end': 1.0, 'text': ' My God!'}, {'start': 2.5, 'end': 9.0, 'text': "" When the God you're gonna consume us, there shall be no doubt now in the darkness now.""}], 'audio': {'raw': array([-0.02288871, -0.03679736, -0.04034969, ..., -0.0131066 ,
       -0.0142884 , -0.01605217], dtype=float32), 'audio_chunks': [array([-0.02288871, -0.03679736, -0.04034969, ...,  0.00102192,
        0.00014358,  0.00019739], dtype=float32), array([-0.00830208, -0.00891232, -0.00977226, ..., -0.0131066 ,
       -0.0142884 , -0.01605217], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=49x49 at 0x33C74DE90>, <PIL.Image.Image image mode=RGB size=35x35 at 0x33C76F4D0>, <PIL.Image.Image image mode=RGB size=76x76 at 0x33C76E0D0>]}"," My God! When the God you're gonna consume us, there shall be no doubt now in the darkness now."
1948,2050,I can't believe it! He's looking right at us!,Ross,surprise,negative,205,4,1,20,"00:00:32,657","00:00:34,992",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia205_utt4.mp4,surprise,"{'text': ' before i could barely describe', 'segments': [{'start': 0.0, 'end': 4.26, 'text': ' before i could barely describe'}], 'audio': {'raw': array([-1.9791098e-03, -3.6107732e-03, -3.4521078e-03, ...,
       -2.7090922e-04, -1.4759280e-07,  9.3312556e-05], dtype=float32), 'audio_chunks': [array([-1.9791098e-03, -3.6107732e-03, -3.4521078e-03, ...,
       -2.7090922e-04, -1.4759280e-07,  9.3312556e-05], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=81x81 at 0x33C734D10>, <PIL.Image.Image image mode=RGB size=83x83 at 0x33C76D5D0>, <PIL.Image.Image image mode=RGB size=81x81 at 0x33C76E310>]}", before i could barely describe
1949,2051,"Oh, that is so sick.",Rachel,disgust,negative,205,5,1,20,"00:00:35,160","00:00:37,453",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia205_utt5.mp4,disgust,"{'text': ' I have a ship!', 'segments': [{'start': 0.0, 'end': 3.7800000000000002, 'text': ' I have a ship!'}], 'audio': {'raw': array([0.00240981, 0.00444484, 0.00547519, ..., 0.00577374, 0.00586672,
       0.00608293], dtype=float32), 'audio_chunks': [array([0.00240981, 0.00444484, 0.00547519, ..., 0.00577374, 0.00586672,
       0.00608293], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=79x79 at 0x33C6EBFD0>, <PIL.Image.Image image mode=RGB size=74x74 at 0x33C742310>, <PIL.Image.Image image mode=RGB size=90x90 at 0x33C741350>]}", I have a ship!
1950,2052,I feel violated. And not in a good way.,Chandler,disgust,negative,205,6,1,20,"00:00:37,620","00:00:41,290",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia205_utt6.mp4,disgust,"{'text': ' a sigh of', 'segments': [{'start': 0.0, 'end': 5.32, 'text': ' a sigh of'}], 'audio': {'raw': array([-0.00194597, -0.00349337, -0.00447514, ..., -0.00500086,
       -0.01057393, -0.01422474], dtype=float32), 'audio_chunks': [array([-0.00194597, -0.00349337, -0.00447514, ..., -0.00500086,
       -0.01057393, -0.01422474], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=85x85 at 0x33C74DA50>, <PIL.Image.Image image mode=RGB size=90x90 at 0x33C71D4D0>, <PIL.Image.Image image mode=RGB size=80x80 at 0x33C76E910>, <PIL.Image.Image image mode=RGB size=80x80 at 0x33C76DF10>]}", a sigh of
1951,2053,"How can people do that?...  Oh, you guys, look! Ugly Naked Guy got gravity boots!",Phoebe,surprise,negative,205,7,1,20,"00:00:41,458","00:00:48,505",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia205_utt7.mp4,surprise,"{'text': "" BubbleSt real pair! I don't listen agoom talk temporarily"", 'segments': [{'start': 0.0, 'end': 6.36, 'text': ' BubbleSt real pair!'}, {'start': 8.74, 'end': 13.66, 'text': "" I don't listen agoom talk temporarily""}], 'audio': {'raw': array([-9.8116156e-03, -1.6489070e-02, -1.9601151e-02, ...,
        1.3069589e-04,  2.2487715e-05, -9.2177354e-05], dtype=float32), 'audio_chunks': [array([-0.00981162, -0.01648907, -0.01960115, ..., -0.03456637,
       -0.03408841, -0.02709166], dtype=float32), array([], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=77x77 at 0x33C705190>, <PIL.Image.Image image mode=RGB size=75x75 at 0x33C754B10>, <PIL.Image.Image image mode=RGB size=58x58 at 0x33C755210>, <PIL.Image.Image image mode=RGB size=145x145 at 0x33C76D310>, <PIL.Image.Image image mode=RGB size=167x167 at 0x33C716D10>, <PIL.Image.Image image mode=RGB size=143x143 at 0x33C74D2D0>]}", BubbleSt real pair! I don't listen agoom talk temporarily
1952,2054,Man that was great! Huh? Can you believe how long we threw that ball around?,Joey,joy,positive,206,0,5,21,"00:21:32,416","00:21:36,085",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia206_utt0.mp4,happy,"{'text': ' That knows Bahn Ivory isю unuru.', 'segments': [{'start': 0.0, 'end': 7.0, 'text': ' That knows Bahn Ivory isю unuru.'}], 'audio': {'raw': array([ 8.6419917e-05, -1.9135617e-04, -8.8656269e-04, ...,
       -3.9677744e-04, -4.2444182e-04, -1.2062041e-04], dtype=float32), 'audio_chunks': [array([ 8.6419917e-05, -1.9135617e-04, -8.8656269e-04, ...,
       -3.9677744e-04, -4.2444182e-04, -1.2062041e-04], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=53x53 at 0x33C6DE710>, <PIL.Image.Image image mode=RGB size=53x53 at 0x33C76D810>, <PIL.Image.Image image mode=RGB size=120x120 at 0x33C7405D0>, <PIL.Image.Image image mode=RGB size=116x116 at 0x33C7413D0>]}", That knows Bahn Ivory isю unuru.
